iter	Logloss
336	0.5531210116
337	0.5528123715
338	0.5524530565
339	0.5521350364
340	0.5518236201
341	0.5514837601
342	0.5511462944
343	0.5508183893
344	0.550500629
345	0.5501634423
346	0.5498399572
347	0.5495243306
348	0.549196067
349	0.5488525015
350	0.5485413691
351	0.5482143603
352	0.5478785891
353	0.5475571499
354	0.5472399422
355	0.5469242129
356	0.5465804739
357	0.5462572301
358	0.5459250257
359	0.5456085067
360	0.5452814799
361	0.5449729812
362	0.5446041351
363	0.5442825902
364	0.5439574905
365	0.5436396598
366	0.5433012763
367	0.5429579445
368	0.5426356766
369	0.5422951861
370	0.541960765
371	0.5416742973
372	0.5413475542
373	0.5410448438
374	0.5407114301
375	0.5403785373
376	0.5400576329
377	0.5397597187
378	0.5394435394
379	0.5391166203
380	0.538805975
381	0.5384804271
382	0.538142148
383	0.5378260247
384	0.53749973
385	0.537214294
386	0.5368921967
387	0.5365653525
388	0.536254466
389	0.5359241993
390	0.5356132483
391	0.5353284294
392	0.5350320683
393	0.5347251532
394	0.5344380554
395	0.5341472577
396	0.5338312132
397	0.5335599891
398	0.5332596823
399	0.5329365275
400	0.5326435233
401	0.5323751784
402	0.5320623232
403	0.5317784588
404	0.5314634642
405	0.5311546213
406	0.5308602575
407	0.5305484747
408	0.5302296017
409	0.5299007505
410	0.5295884546
411	0.5292741005
412	0.5289461606
413	0.5286461972
414	0.5283490789
415	0.5280455752
416	0.5277488801
417	0.5274874756
418	0.5271830448
419	0.5269064883
420	0.5266035889
421	0.5262802413
422	0.526001124
423	0.5256972139
424	0.5253720848
425	0.5250761117
426	0.5247635489
427	0.5244767706
428	0.5241781403
429	0.5238609633
430	0.5235865535
431	0.5232873868
432	0.5229765052
433	0.5226868591
434	0.5223914217
435	0.5221180381
436	0.5218263603
437	0.5215464712
438	0.5212735378
439	0.5209703413
440	0.5206968898
441	0.5203800551
442	0.5200954621
443	0.5197918392
444	0.5195001787
445	0.5191978492
446	0.5189105668
447	0.5185940268
448	0.5182987289
449	0.5180001316
450	0.5177222818
451	0.5174312222
452	0.5171335504
453	0.516853957
454	0.5166068788
455	0.5163117059
456	0.5160160973
457	0.5157322651
458	0.5154592045
459	0.5151720457
460	0.5148773206
461	0.5145713877
462	0.5142580725
463	0.5139583285
464	0.5136516617
465	0.5133629815
466	0.5130748219
467	0.5127891079
468	0.5125235934
469	0.5122263401
470	0.5119318745
471	0.5116355726
472	0.5113368956
473	0.5110583535
474	0.5107756667
475	0.5104918661
476	0.5102190862
477	0.5099428851
478	0.5096993738
479	0.5093912172
480	0.5091164995
481	0.50883379
482	0.5085631986
483	0.5082676605
484	0.507970487
485	0.5076881616
486	0.5074066222
487	0.5071212402
488	0.5068302557
489	0.5065200327
490	0.5062366869
491	0.5059518875
492	0.5056823189
493	0.505400721
494	0.5051244752
495	0.5048392592
496	0.5045647536
497	0.5042842899
498	0.5040187892
499	0.5037336497
500	0.5034530206
501	0.5031521258
502	0.5028981144
503	0.5025962283
504	0.502307365
505	0.5020430208
506	0.5017671163
507	0.5014717128
508	0.5012178751
509	0.5009469437
510	0.5006654992
511	0.5003726086
512	0.5001271538
513	0.4998815281
514	0.4996015828
515	0.4993354174
516	0.4990849548
517	0.4988113196
518	0.4985460418
519	0.4982910892
520	0.4980274485
521	0.4977675474
522	0.4975014587
523	0.4972308011
524	0.4969518145
525	0.4967034677
526	0.4964442182
527	0.4961853376
528	0.4959110986
529	0.4956361953
530	0.4954042524
531	0.4951435207
532	0.4948772218
533	0.4946051228
534	0.4943441916
535	0.4940730048
536	0.493823362
537	0.493555312
538	0.4932755638
539	0.4930170719
540	0.4927549381
541	0.4924822789
542	0.4922169963
543	0.4919477704
544	0.4916652232
545	0.4913761288
546	0.4911369596
547	0.4908911761
548	0.4906484615
549	0.4904069477
550	0.4901792328
551	0.4899327671
552	0.4896788735
553	0.4893930788
554	0.489161506
555	0.4888868725
556	0.4886206819
557	0.4883720217
558	0.4881079537
559	0.4878469722
560	0.4875659827
561	0.4872914495
562	0.4870460676
563	0.4867879058
564	0.4865255226
565	0.4862706727
566	0.486034161
567	0.4857915933
568	0.4855245958
569	0.4852741912
570	0.485037122
571	0.4848349914
572	0.4845735433
573	0.4843491539
574	0.4840698523
575	0.4838115571
576	0.4835583707
577	0.4833262292
578	0.4830585504
579	0.482815658
580	0.482554806
581	0.4823078442
582	0.4820597537
583	0.4818196475
584	0.4815731978
585	0.4813344999
586	0.4810921583
587	0.4808403339
588	0.4805999888
589	0.4803521539
590	0.4800982153
591	0.4798498399
592	0.4796168265
593	0.47937921
594	0.4791497875
595	0.4789037868
596	0.4786623748
597	0.4784344422
598	0.4781982847
599	0.4779861611
600	0.4777396877
601	0.477500134
602	0.477236099
603	0.4769866674
604	0.4767512536
605	0.4764902393
606	0.4762487249
607	0.4760058426
608	0.4757678983
609	0.475519346
610	0.4752846111
611	0.4750340143
612	0.4747867225
613	0.4745553978
614	0.474316112
615	0.4740908351
616	0.4738457938
617	0.4736045759
618	0.4733436338
619	0.4730992183
620	0.4728584149
621	0.4726475976
622	0.4724180748
623	0.4721605222
624	0.4719328831
625	0.4717076361
626	0.4714605448
627	0.471226153
628	0.4709854965
629	0.4707427034
630	0.470497069
631	0.4702555163
632	0.4699922939
633	0.4697518881
634	0.4695193114
635	0.4692991047
636	0.4690643349
637	0.4688444838
638	0.4685999292
639	0.4683521303
640	0.4681416068
641	0.4679126614
642	0.4676668253
643	0.4674170883
644	0.4671825326
645	0.466940022
646	0.4667215918
647	0.466496882
648	0.4662602511
649	0.4660287003
650	0.4658426496
651	0.4656222685
652	0.4653793748
653	0.4651548176
654	0.4649324335
655	0.4647028324
656	0.4645350321
657	0.4643113378
658	0.4641058169
659	0.4638746165
660	0.4636363458
661	0.463400651
662	0.4631977908
663	0.4629578386
664	0.4627341933
665	0.4625185536
666	0.4623025627
667	0.4620661277
668	0.4618451324
669	0.4616267821
670	0.4613777401
671	0.4611619261
672	0.4609408583
673	0.46072705
674	0.4604995321
675	0.4602770107
676	0.4600864683
677	0.4598499413
678	0.4596494217
679	0.4594196238
680	0.4592007455
681	0.4589652545
682	0.4587449562
683	0.4585283033
684	0.4583053487
685	0.4581065308
686	0.4578736699
687	0.457670666
688	0.4574500227
689	0.4572331108
690	0.4570374746
691	0.4567883342
692	0.4565442621
693	0.4563029706
694	0.4560767027
695	0.4558678639
696	0.4556797508
697	0.4554458109
698	0.4552250508
699	0.4550302639
700	0.4547987587
701	0.4545780623
702	0.4543426809
703	0.4541409819
704	0.4539232194
705	0.4537271805
706	0.4535037857
707	0.4533183915
708	0.4531092153
709	0.4529178266
710	0.4527126923
711	0.4524993387
712	0.4523058536
713	0.4520857413
714	0.4518705971
715	0.4516747137
716	0.4514578195
717	0.451239587
718	0.4510119323
719	0.4508276051
720	0.4506196153
721	0.4503894104
722	0.4501918899
723	0.4499631712
724	0.4497589656
725	0.4495558891
726	0.449344223
727	0.4491493783
728	0.4489495555
729	0.4487617833
730	0.4485678521
731	0.4483644307
732	0.4481652709
733	0.4479530921
734	0.4477548053
735	0.4475416284
736	0.447314345
737	0.4471035534
738	0.4469312497
739	0.4467195585
740	0.4465008164
741	0.4462934907
742	0.4460889358
743	0.4458682221
744	0.4456720095
745	0.4454732001
746	0.4452724284
747	0.4450532294
748	0.4448593251
749	0.4446318978
750	0.4444287432
751	0.4442281562
752	0.4440131168
753	0.4438224152
754	0.4436239189
755	0.4434281596
756	0.4432369342
757	0.443039829
758	0.4428477032
759	0.4426248348
760	0.4424308132
761	0.4422171966
762	0.4420298064
763	0.4418249172
764	0.4416382184
765	0.4414411718
766	0.4412430439
767	0.4410583216
768	0.4408577061
769	0.4406619554
770	0.4404718339
771	0.4402740838
772	0.4400907192
773	0.4398989618
774	0.439722386
775	0.4395015543
776	0.4393222387
777	0.4391423633
778	0.4389513338
779	0.4387739738
780	0.438577882
781	0.4383767252
782	0.4381800748
783	0.4379977259
784	0.4377910007
785	0.4375925616
786	0.437417699
787	0.4372314298
788	0.4370557155
789	0.4368624051
790	0.436645626
791	0.4364720543
792	0.4362843664
793	0.4360938468
794	0.4359130678
795	0.4357260021
796	0.4355239213
797	0.4353392465
798	0.4351405538
799	0.4349382393
800	0.4347634326
801	0.4345484396
802	0.4343667146
803	0.4341785682
804	0.4339789917
805	0.4337770679
806	0.433601148
807	0.4334015988
808	0.4331953755
809	0.4330076223
810	0.4328051026
811	0.4326226642
812	0.4324275604
813	0.4322377009
814	0.4320719572
815	0.4318628122
816	0.4316847551
817	0.4314924619
818	0.4313021838
819	0.4311029455
820	0.4309472887
821	0.4307680086
822	0.4305607348
823	0.4303810429
824	0.4301980712
825	0.4300104953
826	0.4298170588
827	0.429637152
828	0.4294540251
829	0.4292705686
830	0.4290722614
831	0.4289065279
832	0.4287069397
833	0.4285413016
834	0.4283620014
835	0.4281901686
836	0.4279944828
837	0.4278200736
838	0.4276160135
839	0.4274240156
840	0.4272359844
841	0.4270581484
842	0.4268949403
843	0.4267172696
844	0.4265354249
845	0.426351434
846	0.4261502322
847	0.4259733954
848	0.4257930901
849	0.4255991275
850	0.4254420286
851	0.4252571743
852	0.4250620568
853	0.4248579696
854	0.4246845278
855	0.4245033432
856	0.4243361019
857	0.4241507375
858	0.4239757165
859	0.423809963
860	0.4236325379
861	0.4234627602
862	0.42327423
863	0.4231139949
864	0.4229364571
865	0.4227545832
866	0.4225934339
867	0.4224277743
868	0.4222363595
869	0.422057791
870	0.421892515
871	0.4217087433
872	0.4215296531
873	0.4213499132
874	0.4211920713
875	0.4210435469
876	0.4208753392
877	0.420707366
878	0.420508484
879	0.4203267212
880	0.4201572145
881	0.4199958256
882	0.4198092086
883	0.4196531998
884	0.419462686
885	0.419302109
886	0.4191490544
887	0.4189502365
888	0.4187872177
889	0.4186098319
890	0.4184397621
891	0.4182711237
892	0.4180863762
893	0.417936354
894	0.4177631549
895	0.417597843
896	0.4174263696
897	0.4172382
898	0.4170782365
899	0.416902177
900	0.4167418246
901	0.4165858227
902	0.4164064932
903	0.4162404144
904	0.4160669215
905	0.4159076398
906	0.4157344517
907	0.4155602034
908	0.4153926432
909	0.4152291005
910	0.4150727739
911	0.4149132247
912	0.4147597971
913	0.4145941848
914	0.4144436376
915	0.4142824278
916	0.4141226422
917	0.413965998
918	0.4137920505
919	0.4136222915
920	0.4134752799
921	0.413305178
922	0.4131201934
923	0.4129505466
924	0.4128008665
925	0.4126337261
926	0.412461815
927	0.4122919364
928	0.4121366133
929	0.4119582718
930	0.4117990721
931	0.411636537
932	0.4114543142
933	0.411300592
934	0.4111537057
935	0.4109896824
936	0.4108218707
937	0.4106465789
938	0.4104836358
939	0.4103319301
940	0.4101618126
941	0.4100159264
942	0.4098374066
943	0.4096720679
944	0.4095014723
945	0.4093598432
946	0.4092204988
947	0.4090789378
948	0.408913112
949	0.4087740738
950	0.4086105906
951	0.4084617799
952	0.4082949087
953	0.4081504342
954	0.4079891279
955	0.4078166422
956	0.4076444509
957	0.4074849769
958	0.4073187448
959	0.4071654561
960	0.4070204424
961	0.4068568186
962	0.4067025696
963	0.406549373
964	0.4064002043
965	0.4062252214
966	0.4060805755
967	0.4059234989
968	0.405749706
969	0.4055957299
970	0.4054358866
971	0.4052693629
972	0.4051203947
973	0.4049579111
974	0.4048151659
975	0.4046523089
976	0.4044837514
977	0.4043222038
978	0.4041691927
979	0.404031532
980	0.4038890334
981	0.4037475884
982	0.4035906815
983	0.40344397
984	0.4033082737
985	0.4031621042
986	0.4030200367
987	0.4028613912
988	0.4027158715
989	0.4025748996
990	0.4024299614
991	0.4022736617
992	0.4021196464
993	0.4019655594
994	0.4018098168
995	0.4016532038
996	0.4014919239
997	0.4013381024
998	0.4011856823
999	0.4010423438
1000	0.4008968106
1001	0.4007369594
1002	0.4005908184
1003	0.4004372602
1004	0.4002873704
1005	0.4001409375
1006	0.3999840422
1007	0.3998285315
1008	0.3996858134
1009	0.3995449172
1010	0.3993943699
1011	0.3992413852
1012	0.3991103113
1013	0.3989629362
1014	0.3988103624
1015	0.3986666847
1016	0.3985202836
1017	0.3983858987
1018	0.3982360361
1019	0.3980842519
1020	0.3979463044
1021	0.3977966029
1022	0.3976297991
1023	0.3974677399
1024	0.3973057177
1025	0.3971501882
1026	0.3969996488
1027	0.3968549791
1028	0.3967147697
1029	0.3965815845
1030	0.3964521141
1031	0.3962933394
1032	0.3961659858
1033	0.3960436251
1034	0.3958979439
1035	0.3957619307
1036	0.3956107247
1037	0.3954640338
1038	0.3953124205
1039	0.3951630941
1040	0.3950042165
1041	0.3948567697
1042	0.3947135611
1043	0.3945619992
1044	0.3944269421
1045	0.3942785597
1046	0.3941514548
1047	0.3940066947
1048	0.3938602408
1049	0.3937019936
1050	0.3935468723
1051	0.3934010932
1052	0.3932502188
1053	0.3931026482
1054	0.3929755078
1055	0.3928264622
1056	0.3926791695
1057	0.3925275756
1058	0.3923777373
1059	0.3922339945
1060	0.3921005373
1061	0.391944116
1062	0.3918222756
1063	0.391675854
1064	0.3915532879
1065	0.3914112527
1066	0.3912558599
1067	0.3911287996
1068	0.3909928411
1069	0.3908457054
1070	0.3907151601
1071	0.3906005704
1072	0.3904716849
1073	0.3903450067
1074	0.3902130756
1075	0.3900800116
1076	0.3899360354
1077	0.3898027052
1078	0.3896792727
1079	0.3895429791
1080	0.389413218
1081	0.3892682983
1082	0.3891210836
1083	0.3889837602
1084	0.3888545406
1085	0.3887125432
1086	0.3885763446
1087	0.388420435
1088	0.3882835054
1089	0.3881439559
1090	0.3879923435
1091	0.3878406477
1092	0.3877148395
1093	0.3875630166
1094	0.3874525101
1095	0.3873405288
1096	0.3872079416
1097	0.3870643187
1098	0.3869413645
1099	0.3868052375
1100	0.3866773344
1101	0.3865170193
1102	0.3863882219
1103	0.3862553994
1104	0.3861183201
1105	0.3859742338
1106	0.3858540781
1107	0.3857076528
1108	0.3855667313
1109	0.3854385336
1110	0.3853098785
1111	0.3851813125
1112	0.3850543588
1113	0.384905058
1114	0.3847895892
1115	0.3846511925
1116	0.3845324047
1117	0.3844043462
1118	0.3842719419
1119	0.3841458655
1120	0.3840236453
1121	0.3838822047
1122	0.3837511701
1123	0.3836249796
1124	0.3834811061
1125	0.3833463608
1126	0.3832225023
1127	0.3830904526
1128	0.3829580255
1129	0.3828230069
1130	0.3826922007
1131	0.3825545442
1132	0.3824166998
1133	0.3822945647
1134	0.3821763658
1135	0.3820471795
1136	0.381914991
1137	0.3818036584
1138	0.3816802543
1139	0.381547182
1140	0.3814159522
1141	0.3813029068
1142	0.3811670647
1143	0.3810391191
1144	0.380903161
1145	0.3807868761
1146	0.3806695407
1147	0.3805605633
1148	0.3804260122
1149	0.3803044834
1150	0.3801662593
1151	0.3800335889
1152	0.3799067842
1153	0.3797723763
1154	0.3796233442
1155	0.3794796722
1156	0.3793468175
1157	0.3792311073
1158	0.3791164274
1159	0.3789996473
1160	0.3788731331
1161	0.3787571289
1162	0.3786159922
1163	0.3784849472
1164	0.378375485
1165	0.378259929
1166	0.3781330511
1167	0.3780001356
1168	0.3778652732
1169	0.3777616265
1170	0.3776306144
1171	0.3774987552
1172	0.3773793625
1173	0.37724917
1174	0.3771275202
1175	0.3770009472
1176	0.3768957494
1177	0.3767798583
1178	0.3766509196
1179	0.3765381046
1180	0.3764028413
1181	0.3762810921
1182	0.3761643635
1183	0.3760362266
1184	0.3759225551
1185	0.3758089276
1186	0.3756749832
1187	0.3755451484
1188	0.3754305812
1189	0.3753022494
1190	0.3752007838
1191	0.3750696615
1192	0.3749493
1193	0.3748245865
1194	0.3747021842
1195	0.3745805574
1196	0.3744543722
1197	0.3743250055
1198	0.3742006192
1199	0.3740785807
1200	0.373958322
1201	0.3738276816
1202	0.3737047604
1203	0.3735946505
1204	0.3734898565
1205	0.3733936815
1206	0.3732695547
1207	0.3731603555
1208	0.3730404049
1209	0.3729264957
1210	0.3728044714
1211	0.3727105835
1212	0.3726075324
1213	0.3724880153
1214	0.3723763771
1215	0.372259007
1216	0.3721131038
1217	0.3720065131
1218	0.3718797582
1219	0.3717524222
1220	0.3716339893
1221	0.371513839
1222	0.3713919776
1223	0.3712655266
1224	0.3711539783
1225	0.3710201928
1226	0.3708980584
1227	0.3707971875
1228	0.3706721664
1229	0.3705511045
1230	0.3704453601
1231	0.3703409488
1232	0.3702562331
1233	0.370132329
1234	0.3700241038
1235	0.3699145534
1236	0.3697792639
1237	0.3696895968
1238	0.3695555151
1239	0.3694473955
1240	0.3693319938
1241	0.3692103499
1242	0.3691069027
1243	0.3690021205
1244	0.3688903756
1245	0.3687729499
1246	0.368654776
1247	0.3685441976
1248	0.3684268998
1249	0.3683140897
1250	0.3682077442
1251	0.3681021289
1252	0.3679952855
1253	0.3678864261
1254	0.3677759957
1255	0.3676740647
1256	0.3675629724
1257	0.3674684306
1258	0.3673493518
1259	0.3672450567
1260	0.3671393456
1261	0.3670223478
1262	0.3669315651
1263	0.3668168932
1264	0.3667053444
1265	0.3665963085
1266	0.3664928454
1267	0.3664009313
1268	0.3662943749
1269	0.3661869167
1270	0.3660797026
1271	0.3659718945
1272	0.3658646842
1273	0.3657516693
1274	0.3656508989
1275	0.3655297342
1276	0.3654168888
1277	0.365307515
1278	0.3652087264
1279	0.3651154529
1280	0.3650027813
1281	0.3648855787
1282	0.3647588781
1283	0.3646577338
1284	0.3645578202
1285	0.3644462048
1286	0.3643435366
1287	0.3642385875
1288	0.3641168547
1289	0.3639989556
1290	0.3638978435
1291	0.3637893832
1292	0.3636892176
1293	0.3635804831
1294	0.3634599993
1295	0.3633700274
1296	0.3632669326
1297	0.3631518559
1298	0.3630471551
1299	0.3629351067
1300	0.3628138333
1301	0.3626956836
1302	0.3625840949
1303	0.3624737339
1304	0.3623710793
1305	0.3622484164
1306	0.3621399194
1307	0.3620311099
1308	0.3619219602
1309	0.3618200103
1310	0.3617167943
1311	0.3616043886
1312	0.3614904562
1313	0.3613877375
1314	0.3612792385
1315	0.3611793408
1316	0.3610705847
1317	0.3609544252
1318	0.3608571397
1319	0.3607502478
1320	0.3606522439
1321	0.36054085
1322	0.3604414193
1323	0.3603336914
1324	0.360225144
1325	0.3601324291
1326	0.360023223
1327	0.3599056272
1328	0.3597917484
1329	0.3596814986
1330	0.3595816576
1331	0.3594762112
1332	0.3593648801
1333	0.359283951
1334	0.3591892208
1335	0.3590908475
1336	0.3589870095
1337	0.3588964042
1338	0.3587853009
1339	0.358671946
1340	0.3585739025
1341	0.3584771281
1342	0.3583688366
1343	0.358264025
1344	0.3581544083
1345	0.3580514584
1346	0.3579458347
1347	0.3578482269
1348	0.3577512948
1349	0.3576553529
1350	0.3575443766
1351	0.3574300281
1352	0.3573307243
1353	0.3572341319
1354	0.3571465926
1355	0.3570399411
1356	0.3569469354
1357	0.3568372739
1358	0.3567510125
1359	0.3566494317
1360	0.3565576921
1361	0.3564605691
1362	0.3563576708
1363	0.35626462
1364	0.3561733122
1365	0.3560695612
1366	0.3559832852
1367	0.3558699533
1368	0.3557640727
1369	0.3556637587
1370	0.3555794308
1371	0.355492627
1372	0.3553938474
1373	0.3552907094
1374	0.3551897564
1375	0.3550856352
1376	0.3549973675
1377	0.3549025976
1378	0.3548028367
1379	0.3547097081
1380	0.3546040087
1381	0.3545002554
1382	0.3544071497
1383	0.3543062437
1384	0.3542111
1385	0.3541114563
1386	0.3540351074
1387	0.3539451359
1388	0.3538444027
1389	0.3537374079
1390	0.3536364342
1391	0.3535331267
1392	0.3534396274
1393	0.3533425205
1394	0.3532399021
1395	0.3531423277
1396	0.3530502133
1397	0.3529531799
1398	0.352849105
1399	0.3527665976
1400	0.3526895999
1401	0.3525850273
1402	0.352490035
1403	0.3523919203
1404	0.3522974266
1405	0.3521894891
1406	0.3520941195
1407	0.352002253
1408	0.3519059035
1409	0.3518106955
1410	0.3517152957
1411	0.3516292737
1412	0.3515570806
1413	0.3514692137
1414	0.351361154
1415	0.3512580166
1416	0.3511500401
1417	0.3510560464
1418	0.3509635713
1419	0.3508743338
1420	0.3507777284
1421	0.3506884977
1422	0.3505936691
1423	0.3504858657
1424	0.3503944964
1425	0.3503038097
1426	0.3502040533
1427	0.3501096554
1428	0.3500174103
1429	0.3499221649
1430	0.349817877
1431	0.3497337348
1432	0.3496481569
1433	0.3495515867
1434	0.3494544681
1435	0.3493655908
1436	0.3492657373
1437	0.349174453
1438	0.3490660874
1439	0.3489803979
1440	0.3488919362
1441	0.3488108101
1442	0.3487277284
1443	0.3486282905
1444	0.3485378264
1445	0.3484561116
1446	0.3483676594
1447	0.3482705688
1448	0.3481712064
1449	0.3480831299
1450	0.3479945621
1451	0.3479247518
1452	0.3478254189
1453	0.3477380731
1454	0.3476556764
1455	0.3475637319
1456	0.347452017
1457	0.3473619248
1458	0.3472694151
1459	0.3471878944
1460	0.3470985267
1461	0.3470188764
1462	0.3469481169
1463	0.34686184
1464	0.3467858941
1465	0.3466954314
1466	0.3466075356
1467	0.3465264218
1468	0.3464552532
1469	0.3463733272
1470	0.3463013727
1471	0.3462284013
1472	0.3461358474
1473	0.346066332
1474	0.3459689069
1475	0.3458772092
1476	0.3457862621
1477	0.3456923092
1478	0.3456226809
1479	0.3455356335
1480	0.3454558653
1481	0.3453551506
1482	0.3452757551
1483	0.3451868234
1484	0.3451074745
1485	0.3450292589
1486	0.3449501765
1487	0.3448508091
1488	0.3447524021
1489	0.344668274
1490	0.3445944491
1491	0.3444966648
1492	0.3444049279
1493	0.3443111117
1494	0.3442346025
1495	0.3441487759
1496	0.3440683815
1497	0.3439867003
1498	0.3439038391
1499	0.3438283279
1500	0.3437536092
1501	0.3436593327
1502	0.3435732261
1503	0.3434820197
1504	0.3434005959
1505	0.3433186228
1506	0.3432390864
1507	0.3431610411
1508	0.3430650887
1509	0.3429734852
1510	0.3428967758
